"","Dmel.Gene.stable.ID","Dpse.Gene.stable.ID","Dpse.Gene.name","Dpse.Gene.type","LOC","Dmel.Gene.name.x","Dmel.orthology.confidence","Dmel.orthology.type","Dmel.Gene.name.y","Flybase.annotation.ID","Dmel.Gene.type","Dmel.Gene.description"
"17030","FBgn0265923",NA,NA,NA,NA,NA,NA,NA,"CR44712","CR44712","ncRNA","CR44712"
"17031","FBgn0265924",NA,NA,NA,NA,NA,NA,NA,"CR44713","CR44713","ncRNA","CR44713"
"17032","FBgn0265925",NA,NA,NA,NA,NA,NA,NA,"CR44714","CR44714","ncRNA","CR44714"
"17033","FBgn0265926",NA,NA,NA,NA,NA,NA,NA,"CR44715","CR44715","ncRNA","CR44715"
"17034","FBgn0265927",NA,NA,NA,NA,NA,NA,NA,"CR44716","CR44716","ncRNA","CR44716"
"17035","FBgn0265928",NA,NA,NA,NA,NA,NA,NA,"CR44717","CR44717","ncRNA","CR44717"
"17036","FBgn0265929",NA,NA,NA,NA,NA,NA,NA,"CR44718","CR44718","ncRNA","CR44718"
"17037","FBgn0265930",NA,NA,NA,NA,NA,NA,NA,"CR44719","CR44719","ncRNA","CR44719"
"17038","FBgn0265931",NA,NA,NA,NA,NA,NA,NA,"CR44720","CR44720","ncRNA","CR44720"
"17039","FBgn0265932",NA,NA,NA,NA,NA,NA,NA,"CR44721","CR44721","ncRNA","CR44721"
"17040","FBgn0265933",NA,NA,NA,NA,NA,NA,NA,"CR44722","CR44722","ncRNA","CR44722"
"17041","FBgn0265934",NA,NA,NA,NA,NA,NA,NA,"CR44723","CR44723","ncRNA","CR44723"
"17042","FBgn0265935","LOC4803417","","protein_coding",4803417,"coro",1,"ortholog_one2many","coro","CG9446","protein_coding","Coronin"
"17043","FBgn0265935","LOC13036500","","protein_coding",13036500,"coro",0,"ortholog_one2many","coro","CG9446","protein_coding","Coronin"
"17044","FBgn0265937",NA,NA,NA,NA,NA,NA,NA,"CR44724","CR44724","ncRNA","CR44724"
"17045","FBgn0265938",NA,NA,NA,NA,NA,NA,NA,"CR44725","CR44725","ncRNA","CR44725"
"17046","FBgn0265939",NA,NA,NA,NA,NA,NA,NA,"CR44726","CR44726","ncRNA","CR44726"
"17047","FBgn0265940",NA,NA,NA,NA,NA,NA,NA,"CR44727","CR44727","ncRNA","CR44727"
"17048","FBgn0265941",NA,NA,NA,NA,NA,NA,NA,"CR44728","CR44728","ncRNA","CR44728"
"17049","FBgn0265942",NA,NA,NA,NA,NA,NA,NA,"CR44729","CR44729","ncRNA","CR44729"
"17050","FBgn0265943",NA,NA,NA,NA,NA,NA,NA,"CR44730","CR44730","ncRNA","CR44730"
"17051","FBgn0265944",NA,NA,NA,NA,NA,NA,NA,"CR44731","CR44731","ncRNA","CR44731"
"17052","FBgn0265945",NA,NA,NA,NA,NA,NA,NA,"CR44732","CR44732","ncRNA","CR44732"
"17053","FBgn0265946",NA,NA,NA,NA,NA,NA,NA,"CR44733","CR44733","ncRNA","CR44733"
"17054","FBgn0265947",NA,NA,NA,NA,NA,NA,NA,"CR44734","CR44734","ncRNA","CR44734"
"17055","FBgn0265948",NA,NA,NA,NA,NA,NA,NA,"CR44735","CR44735","ncRNA","CR44735"
"17056","FBgn0265949",NA,NA,NA,NA,NA,NA,NA,"CR44736","CR44736","ncRNA","CR44736"
"17057","FBgn0265950",NA,NA,NA,NA,NA,NA,NA,"CR44737","CR44737","ncRNA","CR44737"
"17058","FBgn0265951",NA,NA,NA,NA,NA,NA,NA,"CR44738","CR44738","ncRNA","CR44738"
"17059","FBgn0265952",NA,NA,NA,NA,NA,NA,NA,"CR44739","CR44739","ncRNA","CR44739"
"17060","FBgn0265953",NA,NA,NA,NA,NA,NA,NA,"CR44740","CR44740","ncRNA","CR44740"
"17061","FBgn0265954",NA,NA,NA,NA,NA,NA,NA,"CR44741","CR44741","ncRNA","CR44741"
"17062","FBgn0265955",NA,NA,NA,NA,NA,NA,NA,"CR44742","CR44742","ncRNA","CR44742"
"17063","FBgn0265956",NA,NA,NA,NA,NA,NA,NA,"CR44743","CR44743","ncRNA","CR44743"
"17064","FBgn0265957",NA,NA,NA,NA,NA,NA,NA,"CR44744","CR44744","ncRNA","CR44744"
"17065","FBgn0265958",NA,NA,NA,NA,NA,NA,NA,"CR44745","CR44745","ncRNA","CR44745"
"17066","FBgn0265959","LOC6900425","","protein_coding",6900425,"rdgC",1,"ortholog_one2one","rdgC","CG44746","protein_coding","retinal degeneration C"
"17067","FBgn0265960",NA,NA,NA,NA,NA,NA,NA,"CR44747","CR44747","ncRNA","CR44747"
"17068","FBgn0265961",NA,NA,NA,NA,NA,NA,NA,"CR44748","CR44748","ncRNA","CR44748"
"17069","FBgn0265962",NA,NA,NA,NA,NA,NA,NA,"CR44749","CR44749","ncRNA","CR44749"
"17070","FBgn0265963",NA,NA,NA,NA,NA,NA,NA,"CR44750","CR44750","ncRNA","CR44750"
"17071","FBgn0265964",NA,NA,NA,NA,NA,NA,NA,"CR44751","CR44751","ncRNA","CR44751"
"17072","FBgn0265965",NA,NA,NA,NA,NA,NA,NA,"CR44752","CR44752","ncRNA","CR44752"
"17073","FBgn0265966",NA,NA,NA,NA,NA,NA,NA,"CR44753","CR44753","ncRNA","CR44753"
"17074","FBgn0265967",NA,NA,NA,NA,NA,NA,NA,"CR44754","CR44754","ncRNA","CR44754"
"17075","FBgn0265968","LOC6902517","","protein_coding",6902517,"Tfb5",1,"ortholog_one2one","Tfb5","CG42373","protein_coding","Transcription factor B5"
"17076","FBgn0265974","LOC4803961","","protein_coding",4803961,"ttv",1,"ortholog_one2one","ttv","CG10117","protein_coding","tout-velu"
"17077","FBgn0265976",NA,NA,NA,NA,NA,NA,NA,"CR44755","CR44755","ncRNA","CR44755"
"17078","FBgn0265977",NA,NA,NA,NA,NA,NA,NA,"CR44756","CR44756","ncRNA","CR44756"
"17079","FBgn0265978",NA,NA,NA,NA,NA,NA,NA,"CR44757","CR44757","ncRNA","CR44757"
"17080","FBgn0265979",NA,NA,NA,NA,NA,NA,NA,"CR44758","CR44758","ncRNA","CR44758"
"17081","FBgn0265980",NA,NA,NA,NA,NA,NA,NA,"CR44759","CR44759","ncRNA","CR44759"
"17082","FBgn0265981",NA,NA,NA,NA,NA,NA,NA,"CR44760","CR44760","ncRNA","CR44760"
"17083","FBgn0265982",NA,NA,NA,NA,NA,NA,NA,"CR44761","CR44761","ncRNA","CR44761"
"17084","FBgn0265983",NA,NA,NA,NA,NA,NA,NA,"CR44762","CR44762","ncRNA","CR44762"
"17085","FBgn0265984",NA,NA,NA,NA,NA,NA,NA,"CR44763","CR44763","ncRNA","CR44763"
"17086","FBgn0265985",NA,NA,NA,NA,NA,NA,NA,"CR44764","CR44764","ncRNA","CR44764"
"17087","FBgn0265986",NA,NA,NA,NA,NA,NA,NA,"CR44765","CR44765","ncRNA","CR44765"
"17088","FBgn0265987",NA,NA,NA,NA,NA,NA,NA,"CR44766","CR44766","ncRNA","CR44766"
"17089","FBgn0265991","LOC4805725","","protein_coding",4805725,"Zasp52",1,"ortholog_one2one","Zasp52","CG30084","protein_coding","Z band alternatively spliced PDZ-motif protein 52"
"17090","FBgn0265992",NA,NA,NA,NA,NA,NA,NA,"CR44767","CR44767","ncRNA","CR44767"
"17091","FBgn0265993",NA,NA,NA,NA,NA,NA,NA,"CR44768","CR44768","ncRNA","CR44768"
"17092","FBgn0265994",NA,NA,NA,NA,NA,NA,NA,"CR44769","CR44769","ncRNA","CR44769"
"17093","FBgn0265995",NA,NA,NA,NA,NA,NA,NA,"CR44770","CR44770","ncRNA","CR44770"
"17094","FBgn0265996",NA,NA,NA,NA,NA,NA,NA,"CR44771","CR44771","ncRNA","CR44771"
"17095","FBgn0265997",NA,NA,NA,NA,NA,NA,NA,"CR44772","CR44772","ncRNA","CR44772"
"17096","FBgn0265998","LOC6897310","","protein_coding",6897310,"Doa",1,"ortholog_one2one","Doa","CG42320","protein_coding","Darkener of apricot"
"17097","FBgn0265999",NA,NA,NA,NA,NA,NA,NA,"CR44773","CR44773","ncRNA","CR44773"
"17098","FBgn0266000","LOC4815219","","protein_coding",4815219,"CG44774",1,"ortholog_one2one","CG44774","CG44774","protein_coding","CG44774"
"17099","FBgn0266001",NA,NA,NA,NA,NA,NA,NA,"CR44775","CR44775","ncRNA","CR44775"
"17100","FBgn0266002",NA,NA,NA,NA,NA,NA,NA,"CR44776","CR44776","ncRNA","CR44776"
"17101","FBgn0266003",NA,NA,NA,NA,NA,NA,NA,"CR44777","CR44777","ncRNA","CR44777"
"17102","FBgn0266004",NA,NA,NA,NA,NA,NA,NA,"CR44778","CR44778","ncRNA","CR44778"
"17103","FBgn0266005",NA,NA,NA,NA,NA,NA,NA,"CR44779","CR44779","ncRNA","CR44779"
"17104","FBgn0266007",NA,NA,NA,NA,NA,NA,NA,"CR44780","CR44780","ncRNA","CR44780"
"17105","FBgn0266008",NA,NA,NA,NA,NA,NA,NA,"CR44781","CR44781","ncRNA","CR44781"
"17106","FBgn0266009",NA,NA,NA,NA,NA,NA,NA,"CR44782","CR44782","ncRNA","CR44782"
"17107","FBgn0266010",NA,NA,NA,NA,NA,NA,NA,"CR44783","CR44783","ncRNA","CR44783"
"17108","FBgn0266011",NA,NA,NA,NA,NA,NA,NA,"CR44784","CR44784","ncRNA","CR44784"
"17109","FBgn0266019","LOC6901385","","protein_coding",6901385,"rudhira",1,"ortholog_one2one","rudhira","CG43154","protein_coding","rudhira"
"17110","FBgn0266020",NA,NA,NA,NA,NA,NA,NA,"CR44785","CR44785","ncRNA","CR44785"
"17111","FBgn0266021",NA,NA,NA,NA,NA,NA,NA,"CR44786","CR44786","ncRNA","CR44786"
"17112","FBgn0266022",NA,NA,NA,NA,NA,NA,NA,"CR44787","CR44787","ncRNA","CR44787"
"17113","FBgn0266023",NA,NA,NA,NA,NA,NA,NA,"CR44788","CR44788","ncRNA","CR44788"
"17114","FBgn0266024",NA,NA,NA,NA,NA,NA,NA,"CR44789","CR44789","ncRNA","CR44789"
"17115","FBgn0266025",NA,NA,NA,NA,NA,NA,NA,"CR44790","CR44790","ncRNA","CR44790"
"17116","FBgn0266026",NA,NA,NA,NA,NA,NA,NA,"CR44791","CR44791","ncRNA","CR44791"
"17117","FBgn0266027",NA,NA,NA,NA,NA,NA,NA,"TS15","CR44792","ncRNA","testis-specific 15"
"17118","FBgn0266028",NA,NA,NA,NA,NA,NA,NA,"CR44793","CR44793","ncRNA","CR44793"
"17119","FBgn0266029",NA,NA,NA,NA,NA,NA,NA,"CR44794","CR44794","ncRNA","CR44794"
"17120","FBgn0266030",NA,NA,NA,NA,NA,NA,NA,"CR44795","CR44795","ncRNA","CR44795"
"17121","FBgn0266031",NA,NA,NA,NA,NA,NA,NA,"CR44796","CR44796","ncRNA","CR44796"
"17122","FBgn0266032",NA,NA,NA,NA,NA,NA,NA,"CR44797","CR44797","ncRNA","CR44797"
"17123","FBgn0266033",NA,NA,NA,NA,NA,NA,NA,"CR44798","CR44798","ncRNA","CR44798"
"17124","FBgn0266034",NA,NA,NA,NA,NA,NA,NA,"CR44799","CR44799","ncRNA","CR44799"
"17125","FBgn0266035",NA,NA,NA,NA,NA,NA,NA,"CR44800","CR44800","ncRNA","CR44800"
"17126","FBgn0266036",NA,NA,NA,NA,NA,NA,NA,"CR44801","CR44801","ncRNA","CR44801"
"17127","FBgn0266037",NA,NA,NA,NA,NA,NA,NA,"CR44802","CR44802","ncRNA","CR44802"
"17128","FBgn0266038",NA,NA,NA,NA,NA,NA,NA,"CR44803","CR44803","ncRNA","CR44803"
"17129","FBgn0266039",NA,NA,NA,NA,NA,NA,NA,"CR44804","CR44804","ncRNA","CR44804"
"17130","FBgn0266040",NA,NA,NA,NA,NA,NA,NA,"CR44805","CR44805","ncRNA","CR44805"
"17131","FBgn0266041",NA,NA,NA,NA,NA,NA,NA,"CR44806","CR44806","ncRNA","CR44806"
"17132","FBgn0266042",NA,NA,NA,NA,NA,NA,NA,"CR44807","CR44807","ncRNA","CR44807"
"17133","FBgn0266043",NA,NA,NA,NA,NA,NA,NA,"CR44808","CR44808","ncRNA","CR44808"
"17134","FBgn0266044",NA,NA,NA,NA,NA,NA,NA,"CR44809","CR44809","ncRNA","CR44809"
"17135","FBgn0266045",NA,NA,NA,NA,NA,NA,NA,"CR44810","CR44810","ncRNA","CR44810"
"17136","FBgn0266046",NA,NA,NA,NA,NA,NA,NA,"bsAS","CR44811","ncRNA","blistered anti-sense lncRNA"
"17137","FBgn0266047",NA,NA,NA,NA,NA,NA,NA,"CG44812","CG44812","protein_coding","CG44812"
"17138","FBgn0266048",NA,NA,NA,NA,NA,NA,NA,"CR44813","CR44813","ncRNA","CR44813"
"17139","FBgn0266049",NA,NA,NA,NA,NA,NA,NA,"CR44814","CR44814","ncRNA","CR44814"
"17140","FBgn0266050",NA,NA,NA,NA,NA,NA,NA,"CG44815","CG44815","protein_coding","CG44815"
"17141","FBgn0266051",NA,NA,NA,NA,NA,NA,NA,"CR44816","CR44816","ncRNA","CR44816"
"17142","FBgn0266052",NA,NA,NA,NA,NA,NA,NA,"CR44817","CR44817","ncRNA","CR44817"
"17143","FBgn0266053","LOC4802098","","protein_coding",4802098,"Patr-1",1,"ortholog_one2one","Patr-1","CG5208","protein_coding","Protein associated with topo II related - 1"
"17144","FBgn0266064","LOC4802404","","protein_coding",4802404,"Glys",1,"ortholog_one2one","Glys","CG6904","protein_coding","Glycogen synthase"
"17145","FBgn0266065",NA,NA,NA,NA,NA,NA,NA,"CR44818","CR44818","ncRNA","CR44818"
"17146","FBgn0266066",NA,NA,NA,NA,NA,NA,NA,"CR44819","CR44819","ncRNA","CR44819"
"17147","FBgn0266067",NA,NA,NA,NA,NA,NA,NA,"CR44820","CR44820","ncRNA","CR44820"
"17148","FBgn0266068",NA,NA,NA,NA,NA,NA,NA,"CR44821","CR44821","ncRNA","CR44821"
"17149","FBgn0266069",NA,NA,NA,NA,NA,NA,NA,"CR44822","CR44822","ncRNA","CR44822"
"17150","FBgn0266070",NA,NA,NA,NA,NA,NA,NA,"CR44823","CR44823","ncRNA","CR44823"
"17151","FBgn0266071",NA,NA,NA,NA,NA,NA,NA,"CR44824","CR44824","ncRNA","CR44824"
"17152","FBgn0266072",NA,NA,NA,NA,NA,NA,NA,"CR44825","CR44825","ncRNA","CR44825"
"17153","FBgn0266073",NA,NA,NA,NA,NA,NA,NA,"CR44826","CR44826","ncRNA","CR44826"
"17154","FBgn0266074",NA,NA,NA,NA,NA,NA,NA,"CR44827","CR44827","ncRNA","CR44827"
"17155","FBgn0266076",NA,NA,NA,NA,NA,NA,NA,"mir-276a","CR43001","ncRNA","mir-276a stem loop"
"17156","FBgn0266083","LOC4805630","","protein_coding",4805630,"ocm",1,"ortholog_one2one","ocm","CG3363","protein_coding","over compensating males"
"17157","FBgn0266084","LOC4812710","","protein_coding",4812710,"Fhos",1,"ortholog_one2one","Fhos","CG42610","protein_coding","Formin homology 2 domain containing"
"17158","FBgn0266086",NA,NA,NA,NA,NA,NA,NA,"CR44828","CR44828","ncRNA","CR44828"
"17159","FBgn0266087",NA,NA,NA,NA,NA,NA,NA,"CR44829","CR44829","ncRNA","CR44829"
"17160","FBgn0266088",NA,NA,NA,NA,NA,NA,NA,"CR44830","CR44830","ncRNA","CR44830"
"17161","FBgn0266094",NA,NA,NA,NA,NA,NA,NA,"CR44831","CR44831","ncRNA","CR44831"
"17162","FBgn0266095",NA,NA,NA,NA,NA,NA,NA,"CR44832","CR44832","ncRNA","CR44832"
"17163","FBgn0266096",NA,NA,NA,NA,NA,NA,NA,"CR44833","CR44833","ncRNA","CR44833"
"17164","FBgn0266097",NA,NA,NA,NA,NA,NA,NA,"CR44834","CR44834","ncRNA","CR44834"
"17165","FBgn0266098","LOC4815673","","protein_coding",4815673,"rg",0,"ortholog_one2one","rg","CG44835","protein_coding","rugose"
"17166","FBgn0266099","LOC4812404","","protein_coding",4812404,"CG44836",1,"ortholog_one2one","CG44836","CG44836","protein_coding","CG44836"
"17167","FBgn0266100","LOC4813773","","protein_coding",4813773,"CG44837",1,"ortholog_one2one","CG44837","CG44837","protein_coding","CG44837"
"17168","FBgn0266101","LOC4812468","","protein_coding",4812468,"CG44838",1,"ortholog_one2one","CG44838","CG44838","protein_coding","CG44838"
"17169","FBgn0266102",NA,NA,NA,NA,NA,NA,NA,"CR44839","CR44839","pseudogene","CR44839"
"17170","FBgn0266111","LOC4804262","","protein_coding",4804262,"ana3",1,"ortholog_one2one","ana3","CG13162","protein_coding","anastral spindle 3"
"17171","FBgn0266114",NA,NA,NA,NA,NA,NA,NA,"CR44840","CR44840","ncRNA","CR44840"
"17172","FBgn0266115",NA,NA,NA,NA,NA,NA,NA,"CR44841","CR44841","ncRNA","CR44841"
"17173","FBgn0266116",NA,NA,NA,NA,NA,NA,NA,"CR44842","CR44842","ncRNA","CR44842"
"17174","FBgn0266117",NA,NA,NA,NA,NA,NA,NA,"CR44843","CR44843","ncRNA","CR44843"
"17175","FBgn0266124","LOC4812159","","protein_coding",4812159,"ghi",1,"ortholog_one2one","ghi","CG32038","protein_coding","ghiberti"
"17176","FBgn0266129","LOC4804618","","protein_coding",4804618,"lov",1,"ortholog_one2one","lov","CG16778","protein_coding","jim lovell"
"17177","FBgn0266136","LOC6900273","","protein_coding",6900273,"Gyc76C",0,"ortholog_one2many","Gyc76C","CG42636","protein_coding","Guanylyl cyclase at 76C"
"17178","FBgn0266137","LOC4800490","","protein_coding",4800490,"Dop1R2",1,"ortholog_one2one","Dop1R2","CG18741","protein_coding","Dopamine 1-like receptor 2"
"17179","FBgn0266138",NA,NA,NA,NA,NA,NA,NA,"CR44844","CR44844","ncRNA","CR44844"
"17180","FBgn0266139",NA,NA,NA,NA,NA,NA,NA,"CR44845","CR44845","ncRNA","CR44845"
"17181","FBgn0266140",NA,NA,NA,NA,NA,NA,NA,"CR44846","CR44846","ncRNA","CR44846"
"17182","FBgn0266141",NA,NA,NA,NA,NA,NA,NA,"CR44847","CR44847","ncRNA","CR44847"
"17183","FBgn0266142",NA,NA,NA,NA,NA,NA,NA,"CR44848","CR44848","ncRNA","CR44848"
"17184","FBgn0266143",NA,NA,NA,NA,NA,NA,NA,"CR44849","CR44849","ncRNA","CR44849"
"17185","FBgn0266144",NA,NA,NA,NA,NA,NA,NA,"CR44850","CR44850","ncRNA","CR44850"
"17186","FBgn0266145",NA,NA,NA,NA,NA,NA,NA,"CR44851","CR44851","ncRNA","CR44851"
"17187","FBgn0266146",NA,NA,NA,NA,NA,NA,NA,"CR44852","CR44852","ncRNA","CR44852"
"17188","FBgn0266147",NA,NA,NA,NA,NA,NA,NA,"CR44853","CR44853","ncRNA","CR44853"
"17189","FBgn0266148",NA,NA,NA,NA,NA,NA,NA,"CR44854","CR44854","ncRNA","CR44854"
"17190","FBgn0266149",NA,NA,NA,NA,NA,NA,NA,"CR44855","CR44855","ncRNA","CR44855"
"17191","FBgn0266150",NA,NA,NA,NA,NA,NA,NA,"CR44856","CR44856","ncRNA","CR44856"
"17192","FBgn0266151",NA,NA,NA,NA,NA,NA,NA,"CR44857","CR44857","ncRNA","CR44857"
"17193","FBgn0266152",NA,NA,NA,NA,NA,NA,NA,"CR44858","CR44858","ncRNA","CR44858"
"17194","FBgn0266153",NA,NA,NA,NA,NA,NA,NA,"CR44859","CR44859","ncRNA","CR44859"
"17195","FBgn0266154",NA,NA,NA,NA,NA,NA,NA,"CR44860","CR44860","ncRNA","CR44860"
"17196","FBgn0266155",NA,NA,NA,NA,NA,NA,NA,"CR44861","CR44861","ncRNA","CR44861"
"17197","FBgn0266156",NA,NA,NA,NA,NA,NA,NA,"CR44862","CR44862","ncRNA","CR44862"
"17198","FBgn0266157",NA,NA,NA,NA,NA,NA,NA,"CR44863","CR44863","ncRNA","CR44863"
"17199","FBgn0266158",NA,NA,NA,NA,NA,NA,NA,"CR44864","CR44864","ncRNA","CR44864"
"17200","FBgn0266159",NA,NA,NA,NA,NA,NA,NA,"CR44865","CR44865","ncRNA","CR44865"
"17201","FBgn0266160",NA,NA,NA,NA,NA,NA,NA,"CR44866","CR44866","ncRNA","CR44866"
"17202","FBgn0266161",NA,NA,NA,NA,NA,NA,NA,"CR44867","CR44867","ncRNA","CR44867"
"17203","FBgn0266162",NA,NA,NA,NA,NA,NA,NA,"CR44868","CR44868","ncRNA","CR44868"
"17204","FBgn0266163",NA,NA,NA,NA,NA,NA,NA,"CG44869","CG44869","protein_coding","CG44869"
"17205","FBgn0266164",NA,NA,NA,NA,NA,NA,NA,"CR44870","CR44870","ncRNA","CR44870"
"17206","FBgn0266165",NA,NA,NA,NA,NA,NA,NA,"CR44871","CR44871","ncRNA","CR44871"
"17207","FBgn0266166",NA,NA,NA,NA,NA,NA,NA,"CR44872","CR44872","ncRNA","CR44872"
"17208","FBgn0266167",NA,NA,NA,NA,NA,NA,NA,"CR44873","CR44873","ncRNA","CR44873"
"17209","FBgn0266168",NA,NA,NA,NA,NA,NA,NA,"CR44874","CR44874","ncRNA","CR44874"
"17210","FBgn0266169",NA,NA,NA,NA,NA,NA,NA,"CR44875","CR44875","ncRNA","CR44875"
"17211","FBgn0266170",NA,NA,NA,NA,NA,NA,NA,"pre-mod(mdg4)-C","CG44876","protein_coding","CG44876"
"17212","FBgn0266171",NA,NA,NA,NA,NA,NA,NA,"pre-mod(mdg4)-AB","CG44877","protein_coding","CG44877"
"17213","FBgn0266172","LOC13036455","","protein_coding",13036455,"pre-mod(mdg4)-E",0,"ortholog_one2one","pre-mod(mdg4)-E","CG44878","protein_coding","CG44878"
"17214","FBgn0266173",NA,NA,NA,NA,NA,NA,NA,"pre-mod(mdg4)-K","CG44879","protein_coding","CG44879"
"17215","FBgn0266174",NA,NA,NA,NA,NA,NA,NA,"pre-mod(mdg4)-L","CG44880","protein_coding","CG44880"
"17216","FBgn0266175",NA,NA,NA,NA,NA,NA,NA,"pre-mod(mdg4)-P","CG44881","protein_coding","CG44881"
"17217","FBgn0266176",NA,NA,NA,NA,NA,NA,NA,"pre-mod(mdg4)-J","CG44882","protein_coding","CG44882"
"17218","FBgn0266177",NA,NA,NA,NA,NA,NA,NA,"pre-mod(mdg4)-I","CG44883","protein_coding","CG44883"
"17219","FBgn0266178",NA,NA,NA,NA,NA,NA,NA,"pre-mod(mdg4)-B","CG44884","protein_coding","CG44884"
"17220","FBgn0266179",NA,NA,NA,NA,NA,NA,NA,"CR44885","CR44885","ncRNA","CR44885"
"17221","FBgn0266180",NA,NA,NA,NA,NA,NA,NA,"CR44886","CR44886","ncRNA","CR44886"
"17222","FBgn0266181",NA,NA,NA,NA,NA,NA,NA,"CRG","CR44887","ncRNA","CASK regulatory gene"
"17223","FBgn0266182",NA,NA,NA,NA,NA,NA,NA,"CR44888","CR44888","ncRNA","CR44888"
"17224","FBgn0266183",NA,NA,NA,NA,NA,NA,NA,"CR44889","CR44889","ncRNA","CR44889"
"17225","FBgn0266186","LOC4804890","","protein_coding",4804890,"Vamp7",1,"ortholog_one2one","Vamp7","CG1599","protein_coding","Vesicle-associated membrane protein 7"
"17226","FBgn0266195","LOC4802236","","protein_coding",4802236,"Tgs1",1,"ortholog_one2one","Tgs1","CG44890","protein_coding","Trimethylguanosine synthase 1"
"17227","FBgn0266196",NA,NA,NA,NA,NA,NA,NA,"CR44891","CR44891","ncRNA","CR44891"
"17228","FBgn0266197",NA,NA,NA,NA,NA,NA,NA,"CR44892","CR44892","ncRNA","CR44892"
"17229","FBgn0266198",NA,NA,NA,NA,NA,NA,NA,"CR44893","CR44893","ncRNA","CR44893"
"17230","FBgn0266199",NA,NA,NA,NA,NA,NA,NA,"CR44894","CR44894","ncRNA","CR44894"
"17231","FBgn0266200",NA,NA,NA,NA,NA,NA,NA,"CR44895","CR44895","ncRNA","CR44895"
"17232","FBgn0266201",NA,NA,NA,NA,NA,NA,NA,"CR44896","CR44896","ncRNA","CR44896"
"17233","FBgn0266202",NA,NA,NA,NA,NA,NA,NA,"CR44897","CR44897","ncRNA","CR44897"
"17234","FBgn0266203",NA,NA,NA,NA,NA,NA,NA,"CR44898","CR44898","ncRNA","CR44898"
"17235","FBgn0266204",NA,NA,NA,NA,NA,NA,NA,"CR44899","CR44899","ncRNA","CR44899"
"17236","FBgn0266205",NA,NA,NA,NA,NA,NA,NA,"CR44900","CR44900","ncRNA","CR44900"
"17237","FBgn0266206",NA,NA,NA,NA,NA,NA,NA,"CR44901","CR44901","ncRNA","CR44901"
"17238","FBgn0266207",NA,NA,NA,NA,NA,NA,NA,"CR44902","CR44902","ncRNA","CR44902"
"17239","FBgn0266208",NA,NA,NA,NA,NA,NA,NA,"CR44903","CR44903","ncRNA","CR44903"
"17240","FBgn0266209",NA,NA,NA,NA,NA,NA,NA,"CR44904","CR44904","ncRNA","CR44904"
"17241","FBgn0266210",NA,NA,NA,NA,NA,NA,NA,"CR44905","CR44905","ncRNA","CR44905"
"17242","FBgn0266211",NA,NA,NA,NA,NA,NA,NA,"CR44906","CR44906","pseudogene","CR44906"
"17243","FBgn0266212",NA,NA,NA,NA,NA,NA,NA,"CR44907","CR44907","ncRNA","CR44907"
"17244","FBgn0266213",NA,NA,NA,NA,NA,NA,NA,"CR44908","CR44908","ncRNA","CR44908"
"17245","FBgn0266214",NA,NA,NA,NA,NA,NA,NA,"CR44909","CR44909","ncRNA","CR44909"
"17246","FBgn0266215",NA,NA,NA,NA,NA,NA,NA,"CR44910","CR44910","ncRNA","CR44910"
"17247","FBgn0266216",NA,NA,NA,NA,NA,NA,NA,"CR44911","CR44911","ncRNA","CR44911"
"17248","FBgn0266217",NA,NA,NA,NA,NA,NA,NA,"CR44912","CR44912","ncRNA","CR44912"
"17249","FBgn0266218",NA,NA,NA,NA,NA,NA,NA,"CR44913","CR44913","ncRNA","CR44913"
"17250","FBgn0266219",NA,NA,NA,NA,NA,NA,NA,"CR44914","CR44914","ncRNA","CR44914"
"17251","FBgn0266220",NA,NA,NA,NA,NA,NA,NA,"CR44915","CR44915","ncRNA","CR44915"
"17252","FBgn0266221",NA,NA,NA,NA,NA,NA,NA,"CR44916","CR44916","ncRNA","CR44916"
"17253","FBgn0266222",NA,NA,NA,NA,NA,NA,NA,"CR44917","CR44917","ncRNA","CR44917"
"17254","FBgn0266223",NA,NA,NA,NA,NA,NA,NA,"CR44918","CR44918","ncRNA","CR44918"
"17255","FBgn0266224",NA,NA,NA,NA,NA,NA,NA,"CR44919","CR44919","ncRNA","CR44919"
"17256","FBgn0266225",NA,NA,NA,NA,NA,NA,NA,"CR44920","CR44920","ncRNA","CR44920"
"17257","FBgn0266226",NA,NA,NA,NA,NA,NA,NA,"CR44921","CR44921","ncRNA","CR44921"
"17258","FBgn0266227",NA,NA,NA,NA,NA,NA,NA,"CR44922","CR44922","ncRNA","CR44922"
"17259","FBgn0266228",NA,NA,NA,NA,NA,NA,NA,"CR44923","CR44923","ncRNA","CR44923"
"17260","FBgn0266229",NA,NA,NA,NA,NA,NA,NA,"CR44924","CR44924","ncRNA","CR44924"
"17261","FBgn0266230",NA,NA,NA,NA,NA,NA,NA,"CR44925","CR44925","ncRNA","CR44925"
"17262","FBgn0266231",NA,NA,NA,NA,NA,NA,NA,"CR44926","CR44926","ncRNA","CR44926"
"17263","FBgn0266232",NA,NA,NA,NA,NA,NA,NA,"CR44927","CR44927","ncRNA","CR44927"
"17264","FBgn0266233",NA,NA,NA,NA,NA,NA,NA,"CR44928","CR44928","ncRNA","CR44928"
"17265","FBgn0266234",NA,NA,NA,NA,NA,NA,NA,"CR44929","CR44929","ncRNA","CR44929"
"17266","FBgn0266235",NA,NA,NA,NA,NA,NA,NA,"CR44930","CR44930","ncRNA","CR44930"
